kyc_verified,account_age_days,transaction_amount,channel,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check,hour,weekday,is_high_value,day,day_of_week,month,log_amount,cust_txn_count,cust_avg_amount,cust_max_amount,cust_min_amount
Yes,2556,11966.0,0,0,0,0,0,4248,0,0,4,15,5,0,23,5,8,9.389908140573516,20,183985.15,458326.0,7898.0
Yes,2245,262690.0,0,0,0,0,0,14045,5,0,4,13,1,1,5,1,8,12.478733715475032,11,105601.90909090909,274207.0,5454.0
Yes,902,12215.0,2,0,0,0,0,128159,1,0,1,18,6,0,3,6,8,9.410501846898468,12,152524.25,453754.0,4614.0
Yes,455,283092.0,1,0,0,0,0,197771,1,1,6,11,5,1,16,5,8,12.55353074454915,20,144135.3,423339.0,2813.0
No,746,20015.0,0,0,0,0,0,166338,2,0,3,20,1,0,5,1,8,9.904287232706693,21,155775.95238095237,489819.0,3742.0
Yes,2178,19922.0,0,0,0,0,0,74030,2,0,3,10,2,0,20,2,8,9.899630122208823,14,106615.71428571429,427389.0,3336.0
Yes,2296,8055.0,0,0,0,0,0,94057,1,0,1,10,0,0,25,0,8,8.994172434398399,14,125899.14285714286,340745.0,6046.0
Yes,2103,73151.0,3,0,0,0,0,61587,5,0,7,8,5,1,2,5,8,11.200294747154482,12,129325.08333333333,442238.0,3429.0
Yes,883,5040.0,3,0,0,0,0,69340,1,0,9,4,0,0,18,0,8,8.525359754082631,18,154751.61111111112,465930.0,2692.0
Yes,2257,249301.0,3,1,0,0,0,118951,0,0,3,2,4,1,22,4,8,12.426420291942366,14,145607.57142857142,497285.0,2680.0
Yes,1975,4534.0,0,0,0,0,0,185956,4,0,15,15,0,0,25,0,8,8.419580362549237,12,150201.33333333334,385968.0,4216.0
Yes,188,13177.0,3,0,0,0,0,51505,0,0,3,8,3,0,21,3,8,9.486304051473764,16,123632.8125,462695.0,1728.0
No,68,22083.0,0,0,0,0,0,178148,1,0,11,4,3,0,7,3,8,10.002608643403935,11,118942.81818181818,475578.0,3130.0
No,1250,8796.0,3,0,0,0,0,39853,4,0,18,23,6,0,3,6,8,9.082166033252674,16,91082.625,379849.0,3595.0
Yes,2193,2264.0,3,0,0,0,0,193575,1,1,3,23,6,0,17,6,8,7.725330037917135,16,98312.4375,491072.0,2264.0
Yes,2198,5534.0,3,0,0,0,0,53233,0,0,7,12,4,0,8,4,8,8.618846845142738,16,131038.6875,482550.0,1054.0
Yes,2109,12034.0,0,0,0,0,0,65818,0,0,9,9,5,0,23,5,8,9.395574350217172,19,134633.73684210525,461184.0,3126.0
Yes,1628,7427.0,2,0,0,0,0,155236,5,0,17,17,2,0,20,2,8,8.913011922472597,13,97940.92307692308,377212.0,5277.0
Yes,1505,124465.0,0,1,0,0,0,67672,5,0,9,21,4,1,8,4,8,11.73178786522091,18,197948.55555555556,464974.0,4031.0
Yes,890,13865.0,0,0,0,0,0,93764,0,0,10,15,6,0,10,6,8,9.537195079502435,12,98755.58333333333,405954.0,4477.0
No,932,4220.0,0,0,0,0,0,27236,4,0,13,23,6,0,10,6,8,8.347827345782498,15,134547.73333333334,389228.0,4213.0
Yes,356,191220.0,0,0,0,0,0,113359,5,0,5,17,5,1,16,5,8,12.16118510620426,20,156438.45,395441.0,3469.0
Yes,152,45566.0,0,0,0,0,0,112681,5,0,14,18,3,0,21,3,8,10.726939049306129,19,226115.7894736842,499255.0,3049.0
Yes,1727,13894.0,3,0,0,0,0,132426,3,0,4,8,0,0,18,0,8,9.539284342176604,12,127764.58333333333,393147.0,4242.0
Yes,1437,5806.0,0,0,0,0,0,90584,3,0,14,13,6,0,10,6,8,8.66681936537205,15,88978.33333333333,434185.0,3344.0
Yes,29,296549.0,1,0,0,0,0,170195,5,0,11,7,4,1,1,4,8,12.599971117266872,15,113758.86666666667,411752.0,4633.0
Yes,558,6532.0,3,0,0,0,0,7892,1,0,10,3,1,0,12,1,8,8.78462153484075,19,157819.1052631579,481956.0,2943.0
Yes,46,4204.0,2,0,0,0,0,56180,4,0,5,14,3,0,14,3,8,8.344029572407049,17,87814.94117647059,340138.0,4204.0
Yes,2992,4695.0,0,0,0,0,0,178289,2,0,12,16,2,0,6,2,8,8.454466361507933,15,138077.33333333334,479599.0,2664.0
Yes,1155,6670.0,1,0,0,0,0,51359,5,0,15,18,4,0,22,4,8,8.805525052709516,12,133162.91666666666,435058.0,2937.0
Yes,14,14864.0,3,0,0,0,0,126157,3,0,13,8,4,0,22,4,8,9.606764735432199,17,109835.76470588235,482217.0,6571.0
Yes,2119,4489.0,0,0,0,0,0,157881,4,0,8,22,2,0,20,2,8,8.4096079807363,21,105696.85714285714,481170.0,2379.0
Yes,2236,3500.0,3,0,0,0,0,195306,4,0,4,17,2,0,6,2,8,8.160803920954665,13,115864.53846153847,485528.0,2049.0
Yes,342,3125.0,0,0,0,0,0,70967,3,0,13,9,0,0,11,0,8,8.047509510981422,24,156227.875,479464.0,3125.0
Yes,71,4529.0,1,0,0,0,0,184234,4,0,15,8,3,0,14,3,8,8.41847721847708,19,211604.42105263157,497578.0,2532.0
Yes,1963,15680.0,1,0,0,0,0,99006,4,0,9,17,3,0,21,3,8,9.660205067381032,22,200802.13636363635,491313.0,8480.0
Yes,2062,7791.0,3,0,0,0,0,110251,3,0,6,20,2,0,13,2,8,8.960852845322371,16,98038.25,309698.0,2649.0
Yes,973,5225.0,3,0,0,0,0,119406,0,0,18,11,0,0,11,0,8,8.561401446080557,13,206745.3076923077,490632.0,2431.0
Yes,1018,8148.0,3,0,0,0,0,144260,5,0,9,21,2,0,6,2,8,9.00565049932022,18,123634.94444444444,429852.0,4486.0
Yes,752,284352.0,3,0,0,0,0,25842,1,1,6,10,0,1,18,0,8,12.557971703057346,16,98312.4375,491072.0,2264.0
Yes,1050,78086.0,3,0,0,0,0,168729,2,0,7,0,1,1,12,1,8,11.26557886870785,18,143478.0,473536.0,5778.0
Yes,769,16129.0,2,1,0,0,0,199435,1,0,12,11,5,0,9,5,8,9.688436171119255,10,113761.6,488549.0,11475.0
Yes,2787,3086.0,1,0,0,0,0,106808,0,0,4,16,0,0,11,0,8,8.034955024502159,14,143582.14285714287,466777.0,3086.0
Yes,1582,2541.0,0,0,0,0,0,183655,0,0,11,3,6,0,17,6,8,7.8407064517494,20,113835.8,439326.0,2541.0
Yes,359,4373.0,2,0,0,0,0,106581,4,0,3,11,5,0,16,5,8,8.383433201236713,14,139059.92857142858,455856.0,3320.0
No,1356,12433.0,3,0,0,0,0,197305,1,0,7,13,4,0,8,4,8,9.428189934829282,20,126133.2,386231.0,5839.0
No,840,14464.0,0,1,0,0,0,89545,0,0,2,12,3,0,21,3,8,9.579487217410236,15,115286.0,372040.0,3521.0
Yes,2252,9562.0,3,0,0,0,0,35198,1,0,10,1,0,0,4,0,8,9.165656764349542,21,128091.80952380953,451582.0,3515.0
Yes,322,4200.0,1,0,0,0,0,110578,0,0,3,8,5,0,16,5,8,8.343077871169383,13,128747.38461538461,390030.0,4200.0
Yes,2269,5294.0,3,0,0,0,0,81123,2,0,17,2,5,0,9,5,8,8.574518258035507,15,99488.26666666666,398415.0,3048.0
Yes,888,10626.0,0,0,0,0,0,23171,0,0,11,23,5,0,23,5,8,9.271153211372695,18,132669.11111111112,498363.0,2975.0
No,1401,8931.0,1,1,0,0,0,156756,1,0,1,9,2,0,20,2,8,9.097395612960048,10,187439.3,431575.0,3675.0
Yes,1316,41062.0,3,1,0,0,0,93884,4,0,2,22,5,0,23,5,8,10.622862751712955,19,199205.36842105264,476104.0,2462.0
Yes,1325,4028.0,1,0,0,0,0,173679,1,0,13,17,4,0,8,4,8,8.301273485191347,14,170938.14285714287,426263.0,4028.0
Yes,2892,203537.0,3,0,0,0,0,86702,3,0,14,16,6,1,3,6,8,12.223607998619235,19,133851.68421052632,353986.0,1740.0
Yes,265,7077.0,3,0,0,0,0,52163,1,0,17,21,0,0,11,0,8,8.864746660905409,23,111863.17391304347,420224.0,3595.0
Yes,1083,35048.0,1,0,0,0,0,16208,2,0,2,1,4,0,15,4,8,10.464502361385257,20,138992.7,472725.0,3167.0
Yes,2211,29670.0,3,0,0,0,0,92406,5,0,17,18,5,0,16,5,8,10.297925416795092,18,75792.22222222222,324647.0,5295.0
Yes,724,19605.0,2,0,0,0,0,50311,2,0,19,12,1,0,19,1,8,9.883590920821671,20,113835.8,439326.0,2541.0
Yes,1211,283710.0,1,1,0,0,0,134383,2,0,9,1,4,1,22,4,8,12.555711393397408,5,194330.0,463992.0,5537.0
Yes,1557,133139.0,3,0,0,0,0,56750,0,0,12,3,2,1,20,2,8,11.799156485154695,14,156122.2857142857,485417.0,6041.0
Yes,307,5735.0,1,0,0,0,0,113047,2,0,16,9,2,0,20,2,8,8.654517382279456,13,97940.92307692308,377212.0,5277.0
Yes,999,8114.0,3,0,0,0,0,124749,1,0,4,5,3,0,14,3,8,9.00146947994869,13,167802.15384615384,485126.0,6126.0
Yes,1428,6721.0,1,1,0,0,0,35254,5,0,11,21,3,0,14,3,8,8.81314100828505,17,143164.9411764706,486106.0,3659.0
Yes,2981,98866.0,0,0,0,0,0,142983,4,0,4,22,5,1,9,5,8,11.501530791556343,17,168516.29411764705,471221.0,4521.0
Yes,1865,201044.0,0,1,0,0,0,134483,2,1,2,15,6,1,10,6,8,12.211284042580706,12,202831.16666666666,481226.0,6021.0
Yes,2396,4332.0,0,0,0,0,0,198842,1,0,10,0,5,0,16,5,8,8.374015421739909,14,163239.35714285713,368020.0,4332.0
Yes,1425,7132.0,0,0,0,0,0,140252,0,0,9,7,0,0,18,0,8,8.872487182278038,16,85274.25,429349.0,3653.0
Yes,2391,5954.0,3,0,0,0,0,85396,0,0,17,16,1,0,12,1,8,8.691986481789401,14,161404.14285714287,419772.0,5954.0
No,730,9313.0,0,0,0,0,0,71795,4,1,12,11,0,0,25,0,8,9.139273923542323,17,115035.0,481042.0,4036.0
Yes,332,1225.0,1,0,0,0,0,101189,4,0,4,8,4,0,15,4,8,7.111512116496157,16,69066.3125,351964.0,1225.0
Yes,2320,285036.0,0,0,0,0,0,11611,1,0,9,8,6,1,24,6,8,12.560374275385712,19,190763.42105263157,424618.0,7058.0
No,1491,7987.0,0,0,0,0,0,38004,4,1,14,5,4,0,15,4,8,8.985695694535705,18,140015.22222222222,452480.0,2936.0
Yes,16,170914.0,3,0,0,0,0,133374,4,0,4,18,3,1,14,3,8,12.048921635878163,24,156227.875,479464.0,3125.0
Yes,20,2355.0,3,0,0,0,0,8655,0,0,2,23,6,0,24,6,8,7.764720544771477,13,164786.53846153847,440290.0,2355.0
Yes,725,6845.0,3,0,0,0,0,39884,1,0,18,13,4,0,15,4,8,8.831419819090131,15,89471.33333333333,431338.0,1419.0
No,1040,10785.0,3,0,0,0,0,113061,5,0,13,15,0,0,18,0,8,9.286004275897172,8,109017.75,280963.0,5378.0
Yes,203,15349.0,2,0,0,0,0,47754,4,0,10,8,6,0,17,6,8,9.638870753015343,21,105696.85714285714,481170.0,2379.0
Yes,2652,259437.0,2,0,0,0,0,22418,1,0,14,17,5,1,16,5,8,12.466273032039984,23,114147.78260869565,310364.0,2311.0
Yes,2789,233171.0,0,0,0,0,0,86481,2,0,9,5,6,1,10,6,8,12.359531657639026,8,130679.375,380192.0,3930.0
Yes,2498,43848.0,3,0,0,0,0,192285,0,0,11,0,4,0,15,4,8,10.688507192523186,12,93676.41666666667,426967.0,5482.0
No,527,9241.0,3,1,0,0,0,30806,5,0,1,22,3,0,21,3,8,9.131513591430211,16,139763.6875,416430.0,3520.0
Yes,2724,4827.0,0,0,0,0,0,148218,0,0,12,1,0,0,11,0,8,8.482187582217422,22,165415.81818181818,483671.0,3150.0
Yes,1567,5874.0,2,0,0,0,0,47343,0,0,17,20,0,0,11,0,8,8.67846133901236,11,156821.45454545456,466032.0,5874.0
Yes,2175,294174.0,1,0,0,0,0,121475,3,0,17,6,0,1,18,0,8,12.59193010733213,14,153263.2857142857,471927.0,6269.0
Yes,1666,9519.0,3,0,0,0,0,97101,1,0,8,8,6,0,3,6,8,9.161150127785412,17,170221.82352941178,498588.0,5824.0
No,1815,8660.0,3,0,0,0,0,108012,2,0,17,20,1,0,5,1,8,9.066585468331045,13,200699.07692307694,454214.0,3315.0
Yes,2856,280221.0,1,0,0,0,0,147943,4,0,13,16,5,1,9,5,8,12.543337425149057,16,190400.25,420847.0,2337.0
Yes,96,24488.0,0,0,0,0,0,111972,2,0,13,7,3,0,21,3,8,10.105979316119466,15,141749.53333333333,452249.0,1605.0
Yes,2004,7599.0,3,0,0,0,0,133621,1,1,15,4,4,0,8,4,8,8.935903526274423,22,134187.68181818182,443268.0,455.0
Yes,2054,54564.0,3,0,0,0,0,163188,0,0,18,10,4,1,8,4,8,10.90714793054719,14,159554.0,497127.0,4365.0
No,2477,177836.0,0,1,0,0,0,104227,3,0,13,10,5,1,2,5,8,12.088622679399977,14,125869.71428571429,493709.0,4963.0
No,2537,26653.0,0,0,0,0,0,113393,1,0,8,8,1,0,19,1,8,10.190694512139672,19,142114.15789473685,418079.0,4070.0
Yes,465,12730.0,1,0,0,0,0,21432,5,0,7,23,6,0,17,6,8,9.451795243061646,14,112562.0,407719.0,6371.0
Yes,2418,5839.0,0,0,0,0,0,118296,5,0,19,18,3,0,14,3,8,8.672486075822272,20,126133.2,386231.0,5839.0
Yes,2223,5772.0,0,0,0,0,0,30355,1,1,10,15,6,0,3,6,8,8.660947155060933,15,89471.33333333333,431338.0,1419.0
No,2908,6948.0,0,1,0,0,0,193006,4,0,12,19,4,0,1,4,8,8.846353043314327,19,157819.1052631579,481956.0,2943.0
Yes,943,225017.0,3,1,0,0,0,174588,2,0,2,16,3,1,7,3,8,12.323935677986729,22,120637.18181818182,417746.0,3763.0
Yes,2823,7759.0,1,0,0,0,0,7900,2,1,14,2,1,0,19,1,8,8.956737613177264,19,133851.68421052632,353986.0,1740.0
Yes,1922,6861.0,0,0,0,0,0,118358,4,0,10,23,4,0,15,4,8,8.833754223418396,18,114766.44444444444,375189.0,3776.0
Yes,72,6492.0,0,0,0,0,0,174214,3,0,17,1,6,0,24,6,8,8.778479952508487,11,104006.09090909091,414420.0,6492.0
Yes,1542,12765.0,0,0,0,0,0,15651,0,0,13,20,0,0,4,0,8,9.454540665816003,26,179229.34615384616,494538.0,8019.0
No,2938,8979.0,0,0,0,0,0,182979,0,0,1,16,4,0,1,4,8,9.102755161296246,18,176394.44444444444,409958.0,4956.0
Yes,563,85887.0,3,0,0,0,0,67190,5,0,15,16,1,1,19,1,8,11.360799400891299,20,126133.2,386231.0,5839.0
Yes,104,3740.0,0,0,0,0,0,4999,3,0,1,22,6,0,3,6,8,8.227108234348146,11,170743.63636363635,495352.0,3740.0
No,159,7439.0,3,1,0,0,0,6795,4,0,15,14,1,0,5,1,8,8.914626127827137,19,235192.68421052632,488056.0,2727.0
Yes,2868,10162.0,0,0,0,0,0,121385,1,0,15,17,2,0,13,2,8,9.226508953137767,11,79979.63636363637,460821.0,2617.0
Yes,1326,2983.0,1,0,0,0,0,126571,2,0,14,10,3,0,14,3,8,8.001019961323651,21,180690.47619047618,477399.0,2983.0
Yes,2285,7438.0,0,0,0,0,0,59540,1,0,13,4,2,0,13,2,8,8.914491710191342,15,214887.46666666667,456016.0,7438.0
Yes,196,12112.0,0,0,0,0,0,12683,2,1,2,13,4,0,1,4,8,9.402034535016803,14,156122.2857142857,485417.0,6041.0
Yes,2737,2967.0,3,0,0,0,0,160871,1,0,8,13,2,0,6,2,8,7.995643604287271,12,83951.08333333333,282846.0,2967.0
Yes,2689,20628.0,0,0,0,0,0,144446,4,0,9,9,5,0,16,5,8,9.934453131793008,13,179439.53846153847,463249.0,4230.0
Yes,1611,15559.0,3,1,0,0,0,116836,4,0,19,13,2,0,13,2,8,9.652458797732383,19,190763.42105263157,424618.0,7058.0
Yes,1290,39055.0,0,0,0,0,0,33211,3,0,19,15,5,0,16,5,8,10.572751792632742,14,58546.57142857143,195843.0,2367.0
Yes,1219,9470.0,3,0,0,0,0,6039,1,1,9,0,3,0,7,3,8,9.155989777226102,14,183562.92857142858,352696.0,5088.0
Yes,2177,5239.0,0,0,0,0,0,184923,1,0,7,13,4,0,22,4,8,8.564076777315087,10,127192.3,419980.0,1712.0
Yes,684,6309.0,0,0,0,0,0,192839,3,0,14,15,5,0,23,5,8,8.749890955535259,22,165415.81818181818,483671.0,3150.0
No,1915,39633.0,3,0,0,0,0,179926,3,0,2,4,5,0,16,5,8,10.587442614727157,11,176146.63636363635,418561.0,4558.0
Yes,632,8315.0,0,0,0,0,0,126563,4,0,12,12,0,0,25,0,8,9.025936648977904,11,197663.72727272726,492097.0,3666.0
No,2608,6858.0,3,1,0,0,0,134129,4,0,11,14,0,0,11,0,8,8.83331693749932,12,84935.08333333333,280472.0,2712.0
No,484,15458.0,3,1,0,0,0,38860,5,0,17,7,0,0,18,0,8,9.645946636996333,22,165415.81818181818,483671.0,3150.0
Yes,2009,19776.0,3,0,0,0,0,133772,1,0,2,21,6,0,17,6,8,9.892274925322026,20,142434.3,347712.0,3373.0
No,2894,13371.0,0,1,0,0,0,178547,4,0,12,5,2,0,13,2,8,9.500918247539989,16,119883.3125,339657.0,5123.0
Yes,1481,7384.0,1,0,0,0,0,21857,4,0,15,15,6,0,3,6,8,8.90720619496548,23,175008.30434782608,422526.0,4492.0
Yes,2796,4618.0,2,0,0,0,0,119621,1,0,8,13,0,0,25,0,8,8.437933510430605,16,174213.875,449594.0,4133.0
Yes,697,3336.0,0,0,0,0,0,78005,3,0,8,4,4,0,8,4,8,8.112827478751374,14,106615.71428571429,427389.0,3336.0
Yes,526,7614.0,3,0,0,0,0,3369,1,0,18,23,6,0,24,6,8,8.937875265329263,21,139886.90476190476,487189.0,5939.0
Yes,2410,291854.0,0,0,0,0,0,192707,0,0,14,12,1,1,19,1,8,12.584012382573587,15,177350.2,459403.0,2027.0
Yes,2138,3567.0,0,0,0,0,0,50608,1,0,10,1,6,0,3,6,8,8.1797604936999,18,144103.66666666666,487072.0,3567.0
Yes,2420,5845.0,1,0,0,0,0,112796,0,0,4,8,5,0,23,5,8,8.673512945671192,18,98487.72222222222,492994.0,3427.0
Yes,2921,9302.0,2,0,0,0,0,94679,1,0,16,6,6,0,17,6,8,9.138092207768558,24,157827.75,468492.0,3609.0
Yes,2609,191216.0,3,0,0,0,0,90772,0,0,16,22,4,1,8,4,8,12.16116418778088,19,91746.05263157895,399440.0,5276.0
Yes,157,4865.0,3,0,0,0,0,38967,0,0,17,6,4,0,8,4,8,8.490027523343468,11,137683.72727272726,397614.0,4865.0
No,2759,7886.0,3,1,0,0,0,23828,1,0,9,9,4,0,22,4,8,8.97297111339799,15,158059.46666666667,417575.0,7886.0
Yes,2246,12979.0,3,0,0,0,0,91912,5,0,11,12,2,0,20,2,8,9.471164990258082,17,87814.94117647059,340138.0,4204.0
Yes,832,1113.0,0,0,0,0,0,135559,4,0,13,2,3,0,7,3,8,7.01571242048723,15,167299.26666666666,483894.0,1113.0
Yes,1276,5942.0,1,0,0,0,0,59371,2,0,1,15,5,0,9,5,8,8.68996933536666,23,124468.43478260869,477963.0,3910.0
Yes,2065,11225.0,0,0,0,0,0,153971,4,0,7,9,4,0,15,4,8,9.325987795502144,11,105601.90909090909,274207.0,5454.0
Yes,2742,214496.0,3,1,0,0,0,128891,0,0,11,17,6,1,24,6,8,12.276051031238417,15,159181.2,477791.0,6639.0
Yes,2525,18084.0,0,0,0,0,0,177786,1,0,3,17,2,0,20,2,8,9.802838144386198,17,179847.41176470587,435446.0,4417.0
Yes,1345,56855.0,2,1,0,0,0,86916,1,0,2,0,6,1,24,6,8,10.94827703450673,14,210013.64285714287,423695.0,3364.0
Yes,440,203633.0,1,1,0,0,0,70771,1,0,14,4,2,1,13,2,8,12.224079543822631,11,166752.81818181818,431247.0,5637.0
No,1529,5296.0,0,0,0,0,0,44564,1,0,10,11,4,0,15,4,8,8.574895901544526,16,132284.0625,472901.0,5296.0
Yes,400,11365.0,0,0,0,0,0,107950,5,0,17,18,4,0,22,4,8,9.338381721857067,23,165740.47826086957,455439.0,2424.0
Yes,1768,9795.0,3,0,0,0,0,172390,2,0,8,9,2,0,13,2,8,9.189729418072059,17,182792.0588235294,494993.0,3829.0
Yes,298,1785.0,3,0,0,0,0,177097,3,0,15,12,6,0,24,6,8,7.487733761436444,19,111983.0,473053.0,1785.0
No,712,10485.0,3,0,0,0,0,20330,0,0,6,12,3,0,14,3,8,9.257796313132479,13,93019.15384615384,374617.0,2998.0
Yes,563,30229.0,3,0,0,0,0,149001,2,0,2,11,6,0,24,6,8,10.316590087773504,18,163958.61111111112,497855.0,3556.0
Yes,1679,2947.0,0,0,0,0,0,138465,4,0,15,15,6,0,10,6,8,7.988882253309227,13,182367.61538461538,454686.0,2947.0
Yes,1917,4947.0,0,0,0,0,0,116881,3,0,16,2,4,0,15,4,8,8.506738733512378,14,143582.14285714287,466777.0,3086.0
Yes,2375,6779.0,3,0,0,0,0,47833,3,0,2,1,4,0,22,4,8,8.821732380934442,14,244628.92857142858,496241.0,6734.0
Yes,1302,11742.0,2,0,0,0,0,135008,1,0,14,17,5,0,2,5,8,9.37101259736508,12,164540.25,388211.0,4500.0
Yes,825,166955.0,1,1,0,0,0,76713,2,0,1,5,0,1,25,0,8,12.025485583629877,23,124468.43478260869,477963.0,3910.0
Yes,473,10602.0,0,0,0,0,0,137467,4,0,9,2,5,0,2,5,8,9.268892258925797,17,89851.05882352941,487988.0,2940.0
Yes,951,7661.0,0,0,0,0,0,151310,1,0,17,21,2,0,20,2,8,8.944028325260595,8,183614.875,417840.0,3455.0
Yes,2395,5515.0,3,0,0,0,0,31246,1,0,14,18,5,0,16,5,8,8.615408238913192,20,213912.55,490492.0,2687.0
Yes,2124,130282.0,1,0,0,0,0,49877,5,0,10,15,1,1,5,1,8,11.777464286450805,17,87814.94117647059,340138.0,4204.0
No,1273,13017.0,0,0,0,0,0,179976,0,0,13,11,3,0,14,3,8,9.474088294132333,8,126038.75,437302.0,7341.0
No,2497,7459.0,2,1,0,0,0,54545,3,1,13,14,0,0,25,0,8,8.917310693197807,21,136955.42857142858,427235.0,3884.0
Yes,2528,4396.0,2,0,0,0,0,98388,4,0,19,18,2,0,13,2,8,8.388677769180811,18,98487.72222222222,492994.0,3427.0
Yes,178,122854.0,0,1,0,0,0,171362,3,0,8,10,3,1,14,3,8,11.718760077161802,19,116639.26315789473,469626.0,2872.0
Yes,2575,238050.0,0,1,0,0,0,107955,2,0,7,22,1,1,5,1,8,12.380240215411993,18,176394.44444444444,409958.0,4956.0
Yes,1961,4869.0,3,0,0,0,0,137172,0,0,17,7,6,0,3,6,8,8.490849216076635,17,170342.35294117648,402939.0,4869.0
No,1854,14924.0,0,0,0,0,0,93679,1,0,8,12,4,0,8,4,8,9.610792938260802,20,128416.6,475742.0,2100.0
Yes,155,4607.0,3,0,0,0,0,172336,0,0,4,2,4,0,22,4,8,8.435549202375727,14,88849.85714285714,362098.0,3869.0
Yes,330,9028.0,3,0,0,0,0,46214,1,0,7,4,0,0,4,0,8,9.10819689830748,15,106452.4,470387.0,1056.0
Yes,1154,4117.0,3,0,0,0,0,188407,0,0,17,20,4,0,8,4,8,8.323122887587735,14,129884.07142857143,422598.0,4117.0
Yes,2508,6157.0,3,0,0,0,0,103446,1,0,5,10,3,0,7,3,8,8.725507328484445,9,122125.0,380764.0,5418.0
Yes,2841,9099.0,0,0,0,0,0,110116,3,0,4,7,2,0,20,2,8,9.116029692504942,26,179229.34615384616,494538.0,8019.0
Yes,2990,11981.0,0,0,0,0,0,106483,3,0,19,20,1,0,5,1,8,9.39116080264387,19,145265.7894736842,487548.0,4610.0
Yes,422,8919.0,0,0,0,0,0,188063,3,0,1,21,3,0,14,3,8,9.096051225574055,20,129172.3,487485.0,1776.0
No,2713,3283.0,3,0,0,0,0,124623,3,0,10,11,0,0,4,0,8,8.096817470572319,17,198017.88235294117,479635.0,3039.0
No,361,8879.0,1,1,0,0,0,150161,0,0,6,13,3,0,21,3,8,9.091556835986216,19,190763.42105263157,424618.0,7058.0
Yes,2463,27169.0,0,0,0,0,0,43984,1,0,12,7,4,0,15,4,8,10.209868702420394,26,149539.53846153847,461205.0,2706.0
Yes,1278,5826.0,0,0,0,0,0,83489,3,0,17,23,2,0,20,2,8,8.670257567143075,17,186980.76470588235,490142.0,2104.0
Yes,1669,10275.0,3,0,0,0,0,36712,0,0,5,15,0,0,11,0,8,9.237566358229774,11,124892.90909090909,386879.0,3517.0
Yes,419,6164.0,0,0,0,0,0,44025,1,0,9,0,4,0,1,4,8,8.726643415598444,15,92484.8,384033.0,3863.0
Yes,2783,5688.0,3,0,0,0,0,178774,0,0,9,14,4,0,8,4,8,8.646289764750648,20,105135.0,487217.0,5449.0
Yes,2353,40449.0,3,0,0,0,0,164207,5,0,5,23,1,0,19,1,8,10.607821922486638,16,220282.125,474672.0,4029.0
No,1807,9511.0,0,1,0,0,0,63708,3,0,19,19,6,0,10,6,8,9.160309438370618,19,179114.2105263158,408796.0,3050.0
Yes,655,7273.0,0,0,0,0,0,34328,2,0,11,18,0,0,4,0,8,8.892061625546935,12,41438.916666666664,213445.0,4760.0
No,1405,12930.0,0,0,0,0,0,150283,0,0,12,23,6,0,3,6,8,9.467382808295852,19,144786.31578947368,461707.0,2145.0
Yes,2459,15178.0,3,0,0,0,0,3920,3,0,5,21,5,0,16,5,8,9.627668172626858,18,149899.61111111112,453534.0,3056.0
No,517,9051.0,1,0,0,0,0,97252,4,0,8,22,0,0,18,0,8,9.110741006753427,15,162998.46666666667,457613.0,1338.0
Yes,255,8743.0,3,0,0,0,0,131873,1,0,17,21,4,0,22,4,8,9.076123029856374,11,149863.0,384191.0,5362.0
No,248,7829.0,0,0,0,0,0,176808,5,0,8,9,6,0,17,6,8,8.965717788984849,14,161130.57142857142,446668.0,2857.0
Yes,831,5405.0,0,0,0,0,0,115794,3,0,2,9,4,0,22,4,8,8.595264726836392,11,182056.81818181818,463678.0,5405.0
No,301,2363.0,0,0,0,0,0,197807,4,0,18,22,6,0,3,6,8,7.768110378525988,18,160713.22222222222,494937.0,2363.0
Yes,2602,10672.0,3,0,0,0,0,185812,0,0,19,15,2,0,20,2,8,9.275472466913964,14,233079.92857142858,453328.0,6147.0
Yes,2261,3044.0,2,0,0,0,0,124519,0,0,10,23,0,0,18,0,8,8.021256180143997,16,105104.875,473379.0,3044.0
Yes,1263,24483.0,1,0,0,0,0,66226,4,0,7,18,2,0,13,2,8,10.10577512197096,18,163958.61111111112,497855.0,3556.0
Yes,1539,8912.0,0,0,0,0,0,142064,5,0,9,1,5,0,2,5,8,9.095266164130717,20,74172.2,449536.0,3359.0
Yes,1245,7410.0,3,0,0,0,0,116168,4,0,12,6,5,0,16,5,8,8.910720661951359,17,121379.82352941176,497617.0,2386.0
Yes,1242,12432.0,0,0,0,0,0,6602,1,0,12,8,1,0,12,1,8,9.428109506952937,19,133851.68421052632,353986.0,1740.0
Yes,808,4197.0,3,0,0,0,0,181908,0,0,5,9,0,0,4,0,8,8.342363500380579,20,133962.95,432657.0,4197.0
Yes,477,4346.0,0,0,0,0,0,118515,4,0,11,9,5,0,23,5,8,8.377241230988792,16,180609.8125,443229.0,4346.0
Yes,208,19029.0,3,0,0,0,0,27141,2,0,17,2,0,0,11,0,8,9.853771960290196,21,174180.19047619047,494740.0,4784.0
Yes,74,21800.0,0,0,0,0,0,166156,2,0,15,12,0,0,18,0,8,9.989711119284745,16,98312.4375,491072.0,2264.0
Yes,2488,140201.0,3,0,0,0,0,164317,4,0,11,3,0,1,4,0,8,11.850839518816112,14,161404.14285714287,419772.0,5954.0
